# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/rhome/cahme002/bigdata/lncRNA/annotation/gencode.v19.long_noncoding_RNAs.gtf" "-o" "/rhome/cahme002/bigdata/lncRNA/count_file/count_file.csv" "-T" "9" "-t" "exon" "-g" "gene_id" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_ACAGTG.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_ATCACG.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CAGATC.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CGATGT.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CTTGTA.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_GCCAAT.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_GGCTAC.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_TAGCTT.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_TTAGGC.fastq.gz.trimmed.sam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_ACAGTG.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_ATCACG.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CAGATC.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CGATGT.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CTTGTA.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_GCCAAT.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_GGCTAC.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_TAGCTT.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_TTAGGC.fastq.gz.trimmed.sam.sort.bam
ENSG00000006062.9	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	43340488;43340495;43340502;43342530;43342530;43342530;43343904;43343904;43343904;43344459;43344459;43344459;43344773;43344773;43344773;43347780;43347780;43347780;43348119;43348119;43348425;43348425;43348425;43350870;43350870;43350870;43350870;43350870;43351490;43351490;43351490;43351831;43351831;43351831;43362179;43362179;43362179;43363798;43363798;43363798;43364182;43364295;43364295;43364520;43364520;43366602;43366602;43367856;43367856;43394326;43394326	43342167;43342167;43342167;43342630;43342630;43342630;43344048;43344048;43344048;43344565;43344565;43344565;43345126;43345126;43345126;43347930;43347930;43347930;43348588;43348588;43348588;43348588;43348588;43350974;43350969;43351333;43350974;43350974;43351621;43351621;43351621;43351960;43351960;43351960;43362316;43362316;43362316;43364157;43364411;43364292;43364292;43364324;43364411;43364730;43364730;43366671;43366671;43368131;43368131;43394406;43394414	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5132	2200	1135	2166	1191	1070	2524	1625	1625	706
ENSG00000267446.1	chr17;chr17	43448768;43449228	43448957;43449423	-;-	386	0	0	0	0	0	0	0	0	0
ENSG00000267344.1	chr17;chr17	43474298;43474690	43474600;43474843	+;+	457	0	0	1	9	0	0	0	0	0
ENSG00000236234.1	chr17;chr17;chr17;chr17	43530210;43532164;43533636;43541124	43530454;43532263;43533751;43541431	+;+;+;+	769	0	0	0	0	0	0	0	0	0
ENSG00000131484.3	chr17;chr17;chr17;chr17	43580626;43611329;43611566;43611871	43580892;43611669;43611631;43612076	+;+;+;+	814	2	0	2	0	2	1	0	0	0
ENSG00000266918.1	chr17	43608943	43611204	+	2262	0	0	2	0	0	0	0	0	0
ENSG00000267198.1	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	43623170;43623171;43623243;43623266;43626429;43630221;43631025;43631525;43635773;43640012	43623310;43623310;43623310;43623310;43626847;43630633;43631171;43631736;43636133;43640596	+;+;+;+;+;+;+;+;+;+	2278	5	5	0	3	5	9	0	7	2
ENSG00000267246.1	chr17;chr17;chr17;chr17	43627147;43627999;43628806;43635752	43627421;43628098;43628903;43636104	-;-;-;-	826	2	3	2	0	1	2	0	15	0
ENSG00000263715.2	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	43699274;43699292;43707270;43707270;43750193;43884376;43884376;43893829;43893829	43699407;43699407;43707524;43707524;43750268;43884463;43884463;43893853;43893909	+;+;+;+;+;+;+;+;+	634	66	63	53	54	16	66	46	37	35
ENSG00000265547.1	chr17;chr17	43809069;43810069	43809310;43810343	-;-	517	0	0	0	0	0	0	0	0	0
ENSG00000265964.1	chr17;chr17	43810719;43811650	43810892;43812035	-;-	560	1	0	1	2	1	0	0	0	0
ENSG00000264589.1	chr17;chr17;chr17;chr17;chr17;chr17	43921017;43921240;43921352;43922005;43971978;43972846	43921527;43921527;43921527;43922123;43972879;43972966	-;-;-;-;-;-	1619	3	3	3	4	0	3	2	3	3
ENSG00000262881.1	chr17;chr17	43985036;43988101	43985749;43988145	-;-	759	0	0	0	0	0	0	0	0	0
ENSG00000262372.1	chr17;chr17	44112679;44112887	44112732;44113136	+;+	304	0	0	0	0	0	0	0	9	0
ENSG00000214401.4	chr17;chr17;chr17;chr17;chr17	44270942;44270998;44273424;44273734;44273734	44271104;44271251;44274089;44273903;44274087	+;+;+;+;+	976	0	1	0	0	0	0	4	0	0
ENSG00000232300.1	chr17;chr17	44636196;44639835	44638051;44640161	-;-	2183	1	0	1	0	0	0	0	0	0
ENSG00000262031.1	chr17;chr17	44987108;44988810	44987532;44988878	-;-	494	0	0	1	0	1	0	0	0	0
ENSG00000261886.1	chr17;chr17;chr17	44994136;44994531;45000177	44994197;44994639;45000400	-;-;-	395	3	5	3	2	7	1	2	4	3
ENSG00000262879.1	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	45061411;45076066;45082984;45085206;45087830;45095413;45098948;45098948;45098948;45098948;45098948;45110644;45110644;45110644;45112410;45131484;45133573;45133826;45133826;45133826;45133975;45144780;45144780;45144780;45144780;45148812;45148840;45149838;45149838;45149838;45159286;45177201;45177201;45177201;45177201;45177202;45177621	45061435;45076183;45083150;45085250;45088102;45095831;45099032;45099087;45099087;45098989;45099087;45110747;45110747;45110747;45112492;45131579;45134119;45134119;45134119;45134119;45134119;45144854;45144903;45144818;45144835;45148978;45149016;45149925;45149925;45149925;45159716;45177605;45177307;45177614;45177315;45177387;45177689	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3348	180	155	168	129	78	168	148	112	111
ENSG00000262265.1	chr17;chr17	45238441;45239089	45238499;45239430	-;-	401	2	0	5	0	2	0	0	0	1
ENSG00000261872.1	chr17;chr17	45247192;45248326	45247774;45248415	+;+	673	223	335	229	334	102	293	156	176	195
ENSG00000263293.1	chr17;chr17;chr17;chr17;chr17	45380832;45380840;45382888;45395838;45400903	45381148;45381148;45383051;45395986;45400979	-;-;-;-;-	707	9	6	13	10	5	23	8	16	3
ENSG00000253347.1	chr17;chr17	45486688;45500728	45487035;45500892	-;-	513	18	21	23	23	7	35	11	9	16
ENSG00000263766.1	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	45681226;45681230;45699208;45703372;45703913;45703913;45713878;45713878;45713878;45713878;45726762;45726762;45726762	45681484;45681484;45699453;45703993;45703993;45703993;45713967;45713967;45713916;45713967;45726782;45726786;45726768	-;-;-;-;-;-;-;-;-;-;-;-;-	1242	1324	1505	1296	1673	625	1443	919	929	1052
ENSG00000264558.1	chr17	45759783	45760049	-	267	5018	5357	4977	5160	2774	5225	3735	3514	3447
ENSG00000264243.1	chr17;chr17	45940708;45941819	45940785;45942556	+;+	816	5	0	3	1	1	4	1	0	0
ENSG00000266821.1	chr17	45956838	45959764	-	2927	15	3	14	1	12	15	15	10	4
ENSG00000264920.1	chr17;chr17;chr17;chr17;chr17;chr17	45968621;45968641;45969220;45971266;45973069;45973069	45968947;45968947;45973158;45971324;45973135;45973178	-;-;-;-;-;-	4286	227	156	200	200	128	238	200	113	128
ENSG00000234494.3	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	45974696;45975478;45975640;45976151;45976997;45995818;45995818;45995818;45995818;46018702;46018702;46018702;46018713	45974806;45975597;45976669;45977744;45977744;45995937;45995937;45995937;45995937;46018725;46018755;46018776;46018756	-;-;-;-;-;-;-;-;-;-;-;-;-	2531	58	79	55	84	20	61	31	55	55
ENSG00000266601.1	chr17;chr17;chr17	46007048;46010338;46010454	46007338;46010362;46010472	-;-;-	335	15	12	14	3	3	12	8	8	4
ENSG00000263798.1	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	46022790;46022925;46023689;46047979;46048728;46050885;46051297;46051766	46022810;46022978;46023759;46048089;46048773;46051016;46051397;46051804	+;+;+;+;+;+;+;+	575	1119	988	1211	1103	515	1291	773	790	633
ENSG00000264019.1	chr17;chr17;chr17;chr17	46024168;46024921;46025257;46025297	46024221;46025008;46025641;46025638	-;-;-;-	527	1024	716	940	799	510	1132	742	787	531
ENSG00000264701.1	chr17;chr17	46057764;46073317	46058048;46073562	-;-	531	538	527	516	586	285	630	444	377	377
ENSG00000263412.1	chr17;chr17;chr17	46122503;46124243;46124987	46125412;46124332;46125435	-;-;-	2933	132	85	93	97	69	118	101	76	65
ENSG00000266341.1	chr17;chr17	46137745;46137918	46137822;46138031	-;-	192	1060	1156	1155	1297	496	1206	735	665	883
ENSG00000263787.1	chr17;chr17;chr17	46263300;46281026;46281354	46263380;46281093;46281891	+;+;+	687	6	0	5	0	4	10	5	3	0
ENSG00000235300.3	chr17;chr17;chr17;chr17;chr17;chr17;chr17	46371709;46371737;46372908;46384690;46384693;46384693;46385295	46371877;46371877;46372967;46384761;46385062;46385191;46386124	+;+;+;+;+;+;+	1561	4	0	2	0	1	8	0	4	1
ENSG00000266222.1	chr17;chr17	46454624;46457545	46454768;46457732	-;-	333	1	0	0	0	0	0	0	0	0
ENSG00000264451.1	chr17;chr17	46537732;46542809	46537838;46543402	+;+	701	0	0	0	1	0	0	0	0	3
ENSG00000230148.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	46620913;46621713;46622483;46622857;46622857;46622871;46624054;46625737;46625737;46625737;46627251;46627251;46627251;46627702;46627702;46627702;46628291;46628291;46628386	46620999;46621774;46622719;46623449;46622926;46622926;46624101;46625825;46625825;46625825;46627308;46627308;46627308;46627764;46627764;46627764;46628610;46628438;46628610	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1557	445	411	333	414	208	430	308	281	264
ENSG00000233101.6	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	46626992;46627251;46667782;46667804;46667839;46667843;46669654;46669675;46669682;46673320;46673322;46673322;46673342;46673801;46677809;46677809;46677809;46677809;46677809;46677809;46677809;46677809;46678790;46678790;46678790;46678790;46679437;46679437;46679437;46679437;46679437;46679437;46679437;46679441;46679500;46679853;46681289;46681289;46681289;46681289;46681289;46683494;46683494;46683494;46683494;46683494	46627010;46627308;46667951;46667951;46667951;46667951;46669726;46669726;46669726;46673485;46673485;46673485;46673485;46673939;46677907;46677907;46677907;46677907;46677907;46677907;46677907;46677907;46679025;46679254;46679283;46679025;46679700;46679693;46679694;46679699;46679699;46679470;46679694;46679697;46679594;46679880;46681408;46681408;46681408;46681408;46681408;46683776;46683756;46683756;46683756;46683755	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1913	78	42	44	57	38	64	41	21	29
ENSG00000239552.2	chr17;chr17	46634624;46636948	46634720;46637695	+;+	845	3	4	0	3	2	3	0	2	2
ENSG00000257178.2	chr17;chr17	46656992;46657200	46659621;46657309	-;-	2630	11	4	7	8	8	8	7	7	4
ENSG00000242207.1	chr17;chr17;chr17;chr17	46706037;46706911;46711913;46711913	46706220;46707013;46712023;46712294	+;+;+;+	669	9	3	5	1	15	4	6	8	2
ENSG00000272763.1	chr17;chr17;chr17;chr17;chr17;chr17;chr17	46713285;46713900;46713908;46714230;46716448;46716448;46723967	46714135;46714135;46714135;46714355;46716647;46716472;46724385	-;-;-;-;-;-;-	1596	16	12	21	12	16	22	38	21	7
ENSG00000262745.1	chr17;chr17;chr17	46760729;46777974;46781363	46760779;46778058;46781844	+;+;+	618	44	0	36	0	26	40	35	42	0
ENSG00000244649.2	chr17;chr17;chr17;chr17	46782360;46782565;46783421;46783421	46783045;46782712;46784708;46783692	+;+;+;+	1974	131	5	135	1	58	171	73	114	3
ENSG00000229637.2	chr17;chr17;chr17;chr17	46800530;46801054;46801690;46801690	46800675;46801133;46802819;46802113	+;+;+;+	1356	0	0	0	0	1	0	0	0	1
ENSG00000242407.1	chr17;chr17	46810453;46810751	46810484;46811250	+;+	532	7	1	2	0	0	2	1	0	0
ENSG00000230532.1	chr17;chr17;chr17	47009153;47010378;47014341	47009261;47010629;47014462	+;+;+	483	2295	2101	2070	2367	1260	2260	1915	1649	1614
ENSG00000250838.1	chr17;chr17;chr17	47072628;47073780;47074818	47072944;47073853;47074854	-;-;-	428	4	0	4	1	3	13	4	6	0
ENSG00000251461.3	chr17;chr17;chr17;chr17	47082093;47089805;47090298;47090907	47082168;47089888;47090388;47091087	-;-;-;-	432	0	0	0	0	1	0	0	0	0
ENSG00000262973.1	chr17	47249257	47250608	+	1352	3	0	2	2	1	5	0	0	1
ENSG00000177369.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	47325601;47325605;47325618;47329608;47329608;47329608;47330216;47332053;47335795	47325664;47325664;47325664;47330036;47330056;47330036;47330280;47333811;47336024	+;+;+;+;+;+;+;+;+	2567	5	0	6	0	1	6	4	3	0
ENSG00000248714.2	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	47438527;47438551;47439744;47441641;47441641;47441641;47443061;47443061;47447161	47438583;47438583;47439879;47441711;47441711;47441711;47443454;47443477;47447360	+;+;+;+;+;+;+;+;+	881	3	8	5	2	0	0	1	5	1
ENSG00000250948.1	chr17;chr17	47452742;47457342	47452871;47457456	+;+	245	2	0	4	4	0	1	1	1	0
ENSG00000250186.3	chr17;chr17	47481443;47482139	47481984;47482559	+;+	963	5936	8978	4597	9300	2844	5639	4443	3554	7034
ENSG00000249497.1	chr17;chr17;chr17	47535223;47535951;47537784	47535500;47536098;47539111	-;-;-	1754	1	0	0	0	0	1	0	3	0
ENSG00000249906.1	chr17;chr17;chr17	47583019;47588345;47651181	47583862;47588475;47651426	-;-;-	1221	139	38	155	40	58	158	85	101	19
ENSG00000250310.1	chr17;chr17	47622209;47655131	47622591;47655324	-;-	577	1	0	0	1	1	2	0	0	0
ENSG00000250751.1	chr17;chr17	47785696;47796990	47785837;47797422	+;+	575	31	59	33	67	18	39	29	11	29
ENSG00000262837.1	chr17;chr17	47911601;47913716	47911915;47913816	+;+	416	6	9	6	12	1	7	8	3	7
ENSG00000204584.1	chr17;chr17;chr17	47923272;47923507;47924294	47923368;47923603;47926199	+;+;+	2100	30	11	33	13	14	32	32	15	6
ENSG00000248954.1	chr17;chr17;chr17;chr17;chr17	47964961;47965474;47973390;47975445;47977899	47965035;47965680;47973476;47976532;47978257	+;+;+;+;+	1816	2	0	0	0	3	0	0	0	0
ENSG00000254039.1	chr17;chr17;chr17	47991767;47992487;48010102	47991870;47992596;48010282	+;+;+	395	1	0	1	0	0	2	0	0	0
ENSG00000248172.1	chr17;chr17	48074253;48093762	48074391;48094208	+;+	586	0	0	3	1	0	2	0	0	0
ENSG00000246640.1	chr17;chr17;chr17	48127713;48130857;48132993	48129999;48130991;48133103	-;-;-	2533	801	86	802	86	290	907	358	419	50
ENSG00000250282.1	chr17;chr17	48178068;48179217	48178429;48179284	-;-	430	0	0	3	0	1	2	2	0	0
ENSG00000236472.1	chr17;chr17;chr17;chr17	48212951;48214658;48222488;48223390	48213042;48214773;48222595;48223541	+;+;+;+	468	970	787	998	707	557	1154	757	736	419
ENSG00000253730.1	chr17;chr17	48235694;48238382	48235984;48238637	-;-	547	10	3	9	9	7	10	16	7	7
ENSG00000261959.1	chr17	48240884	48242677	-	1794	2	0	1	0	2	3	3	0	0
ENSG00000249406.1	chr17;chr17;chr17;chr17;chr17	48286333;48286697;48289307;48291196;48291462	48286484;48286767;48289482;48291276;48291820	+;+;+;+;+	839	7	3	8	3	8	13	17	13	5
ENSG00000263176.1	chr17;chr17;chr17	48290294;48292202;48292383	48290431;48292305;48292718	-;-;-	578	2	0	2	1	3	3	4	1	0
ENSG00000251085.1	chr17;chr17;chr17	48292055;48292281;48292472	48292136;48292343;48292781	+;+;+	455	3	0	0	0	0	0	3	0	0
ENSG00000251179.1	chr17;chr17;chr17;chr17	48358938;48359829;48361319;48365101	48359237;48359912;48361568;48365216	-;-;-;-	750	25	18	13	9	7	20	8	4	6
ENSG00000253102.1	chr17;chr17	48473799;48474601	48473864;48475249	+;+	715	1972	2120	1881	1903	977	2098	1541	1364	1149
ENSG00000249451.1	chr17;chr17	48580773;48585663	48581094;48585689	-;-	349	2	1	6	1	1	4	0	5	0
ENSG00000250286.1	chr17;chr17;chr17;chr17;chr17	48614655;48614660;48615288;48615288;48615952	48614862;48614862;48615801;48615522;48616115	-;-;-;-;-	886	68	49	56	49	26	83	47	48	26
ENSG00000250107.1	chr17;chr17;chr17;chr17;chr17;chr17	48633568;48633965;48634535;48636666;48636689;48639289	48634819;48634819;48634819;48636811;48636771;48639469	-;-;-;-;-;-	1579	0	2	1	1	0	1	0	0	0
ENSG00000250976.1	chr17;chr17	48640564;48641058	48640632;48641144	-;-	156	0	0	0	0	0	0	0	0	0
ENSG00000251239.1	chr17;chr17	48704393;48709101	48704701;48709301	-;-	510	5	3	12	8	3	6	7	8	4
ENSG00000262967.1	chr17;chr17	48770809;48772721	48771388;48772810	+;+	670	1255	855	1202	958	570	1356	810	779	736
ENSG00000167117.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	48838390;48838535;48840212;48840758;48840758;48842140;48843920;48844235;48844235;48844235;48844235;48844577;48844824;48844824;48844824	48838867;48838867;48840918;48842397;48840918;48842397;48844879;48844372;48844372;48844372;48844879;48844683;48844878;48844918;48844877	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3663	4	0	3	0	0	5	3	0	0
ENSG00000261976.2	chr17;chr17	48917418;48918833	48917719;48918987	-;-	457	2	0	0	0	0	2	0	2	0
ENSG00000229980.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	48944040;48944120;48944509;48944857;48971129;48986039;48986197;48986197;48986517;48986517;48986933	48944578;48944578;48944578;48945668;48971219;48986317;48986317;48986284;48986778;48986758;48987098	+;+;+;+;+;+;+;+;+;+;+	2149	89	37	72	56	40	92	61	43	33
ENSG00000262006.1	chr17;chr17	48986998;48987314	48987209;48987593	-;-	492	2	0	0	0	0	0	0	0	0
ENSG00000247011.2	chr17;chr17	49012350;49020758	49013086;49022074	-;-	2054	2	0	1	0	0	6	2	6	0
ENSG00000251665.1	chr17;chr17;chr17;chr17	49021465;49021475;49024759;49025410	49021561;49021561;49025188;49026111	+;+;+;+	1229	0	0	3	0	0	4	0	4	1
ENSG00000249870.1	chr17;chr17;chr17	49119885;49161487;49162658	49119916;49161611;49162832	+;+;+	332	0	0	1	0	0	1	0	2	0
ENSG00000264895.1	chr17	49326940	49329109	-	2170	10	5	15	14	3	12	26	20	8
ENSG00000249383.1	chr17;chr17;chr17;chr17;chr17;chr17	49389970;49398947;49400994;49410361;49411073;49411707	49390145;49399037;49401093;49410489;49411479;49412526	-;-;-;-;-;-	1723	3	0	7	1	2	5	10	3	0
ENSG00000249982.1	chr17;chr17	49410040;49410874	49410111;49411451	+;+	650	0	0	0	0	0	0	0	0	0
ENSG00000249658.1	chr17;chr17	49412622;49413423	49413027;49413601	+;+	585	0	0	0	0	0	0	0	0	0
ENSG00000225860.2	chr17;chr17;chr17	49414076;49416968;49418612	49415281;49417085;49419932	+;+;+	2645	0	0	2	0	1	5	0	3	0
ENSG00000267452.1	chr17;chr17;chr17;chr17;chr17	49512788;49517014;49517594;49521095;49521095	49513057;49517789;49517789;49521163;49523163	+;+;+;+;+	3115	0	1	0	0	2	6	0	0	0
ENSG00000263317.1	chr17;chr17;chr17;chr17	50467875;50609892;50612093;50612985	50467950;50609954;50612184;50613061	+;+;+;+	308	0	0	0	0	0	0	0	0	0
ENSG00000261589.1	chr17	53246184	53250993	+	4810	253	172	283	227	118	301	148	187	132
ENSG00000263096.1	chr17;chr17	53348865;53350871	53350460;53351014	-;-	1740	2	0	0	0	0	1	0	0	0
ENSG00000262079.1	chr17;chr17	53403118;53404937	53404664;53405152	-;-	1763	3	0	1	1	4	3	9	0	0
ENSG00000262395.1	chr17;chr17	53531407;53535586	53531443;53535811	-;-	263	0	0	0	0	0	0	0	0	0
ENSG00000261873.1	chr17;chr17;chr17;chr17	53545427;53554416;53556123;53588240	53545762;53554533;53556174;53588299	-;-;-;-	566	0	0	1	0	0	0	0	0	0
ENSG00000262052.1	chr17;chr17;chr17	53920038;53934379;53950168	53920233;53934634;53950300	-;-;-	585	0	0	4	3	0	6	8	0	3
ENSG00000262951.1	chr17	54946308	54946925	+	618	14	12	11	23	10	13	12	13	13
ENSG00000262112.1	chr17;chr17	54966241;54968743	54966318;54969202	+;+	538	739	861	695	824	365	861	468	521	456
ENSG00000262298.1	chr17;chr17	55017293;55018396	55017600;55018636	+;+	549	2	0	0	3	3	1	1	3	0
ENSG00000263120.1	chr17	55060110	55062465	+	2356	18	6	22	4	16	20	20	8	1
ENSG00000263004.1	chr17;chr17;chr17;chr17;chr17	55155659;55156508;55156648;55162201;55162201	55156064;55156771;55156771;55162385;55162383	-;-;-;-;-	855	110	47	94	47	37	103	60	30	30
ENSG00000263089.1	chr17	55169506	55173786	-	4281	18	12	24	7	14	22	13	14	7
ENSG00000266100.1	chr17;chr17;chr17	55599609;55600192;55600917	55600053;55600267;55600958	-;-;-	563	1	0	0	0	0	1	0	3	0
ENSG00000263499.1	chr17;chr17;chr17	55678217;55683614;55685621	55679369;55683719;55685773	-;-;-	1412	0	1	0	0	0	0	0	1	0
ENSG00000265542.1	chr17;chr17;chr17;chr17;chr17	55849307;55849307;55910003;55911857;55911857	55849557;55849557;55910109;55911970;55912110	-;-;-;-;-	612	15	6	7	4	9	16	8	6	7
ENSG00000264914.1	chr17;chr17;chr17;chr17	55989694;55989725;55992377;55999757	55989842;55989842;55992500;55999942	+;+;+;+	459	1	1	2	0	1	1	0	0	0
ENSG00000264112.1	chr17;chr17;chr17;chr17;chr17	56066400;56066403;56066405;56067010;56068243	56068882;56066627;56067157;56070840;56072211	-;-;-;-;-	5812	2865	1766	2842	1955	1374	3206	1989	1913	1398
ENSG00000266290.1	chr17;chr17;chr17	56154252;56156723;56160077	56156620;56159977;56160565	-;-;-	6113	0	0	0	0	2	1	4	0	0
ENSG00000265148.1	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	56402811;56405411;56406299;56406376;56406966;56414564;56414576;56414607;56414669;56414697;56414710;56414719;56414809;56414809;56414809;56414809;56414809;56414809;56416604;56423641;56429096;56429096;56429096;56429096;56429096;56429105;56429105;56429105;56429105;56429105;56429360;56429360;56429360;56429360;56429360;56429360;56429360;56429360;56429360;56472267;56492827	56403089;56405482;56406435;56406435;56407025;56414671;56414671;56415040;56415040;56415040;56415040;56415040;56415040;56415040;56415040;56415040;56415040;56415040;56416808;56423704;56429275;56429104;56429275;56429275;56429275;56429275;56429275;56429275;56429275;56429275;56430648;56430648;56431080;56431080;56429852;56429738;56429790;56429852;56430647;56472371;56493127	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3601	937	1091	899	1187	580	1071	838	624	810
ENSG00000265206.2	chr17;chr17	56408245;56408593	56409869;56408679	-;-	1625	0	0	0	0	0	0	0	0	0
ENSG00000264672.1	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	56597198;56602901;56603030;56603062;56620818;56620818;56620818;56621897;56621897;56634170;56634170	56597338;56603178;56603178;56603178;56621668;56620959;56620959;56622032;56622032;56634338;56634286	+;+;+;+;+;+;+;+;+;+;+	1575	430	106	407	133	188	436	316	272	68
ENSG00000263938.1	chr17	57043313	57044088	+	776	2	1	4	0	0	0	0	0	0
ENSG00000224738.1	chr17;chr17	57183959;57195285	57184952;57195628	+;+	1338	110	120	126	132	46	116	66	101	71
ENSG00000265415.1	chr17;chr17	57280038;57281094	57280261;57281190	-;-	321	286	1256	307	1354	149	356	197	187	887
ENSG00000266002.1	chr17;chr17	57477849;57480594	57477992;57480664	-;-	215	9	4	8	11	5	16	0	11	6
ENSG00000265313.1	chr17;chr17;chr17;chr17;chr17;chr17	57508230;57529374;57580340;57580340;57603841;57603841	57508281;57529464;57580455;57580455;57604200;57604307	-;-;-;-;-;-	726	1	0	3	1	1	1	1	0	0
ENSG00000267637.1	chr17	57862174	57862396	+	223	1	1	2	0	0	3	5	0	2
