Rank,Ensemble ID,Name,Position (hg19),MinEnergy,Binding site(query),Binding site(target),location,SumEnergy,lncRNA,Name_lncRNA
,,,,,,,,,ENST00000573177,ENSG00000262001.1
60,ENST00000335742,PALLD,chr4:169418218-169849608 ,-45.1,1302-1349,5146-5193,UTR3,-1527.5,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
61,ENST00000568223,METRN,chr16:765116-769655 ,-45.1,1297-1351,3003-3057,UTR3,-568.4,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
62,ENST00000553165,RP1-78O14.1,chr12:79787453-79897142 ,-45.1,1284-1347,186-249,ncRNA,-181.1,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
63,ENST00000303694,CHST11,chr12:104850752-105155792 ,-45.1,1297-1354,4100-4157,UTR3,-1489,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
64,ENST00000490103,THOC5,chr22:29901869-29949771 ,-45,1297-1348,3386-3437,UTR3,-1002,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
65,ENST00000378505,RPGR,chrX:38143663-38186797 ,-45,1298-1353,2258-2313,CDS,-1788.8,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
66,ENST00000331272,FBXW4,chr10:103370424-103455016 ,-44.9,1285-1356,472-543,UTR5,-942,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
67,ENST00000576752,RP5-1050D4.3,chr17:4871291-4872117 ,-44.9,1284-1339,230-285,ncRNA,-151.1,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
68,ENST00000243052,PDE1B,chr12:54943135-54973023 ,-44.9,1307-1354,158-205,UTR5,-650.4,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
69,ENST00000562925,NR2E3,chr15:72103474-72110585 ,-44.8,1297-1354,124-181,ncRNA,-538.1,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
70,ENST00000467728,NR1H3,chr11:47279531-47290396 ,-44.8,1285-1354,210-279,UTR5,-417.8,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
71,ENST00000230671,SLC6A7,chr5:149569521-149590635 ,-44.8,1285-1354,2884-2953,UTR3,-710.5,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
72,ENST00000537011,NUTM1,chr15:34635517-34649929 ,-44.7,1302-1355,1627-1680,CDS,-981.2,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
73,ENST00000383791,SH3BP5,chr3:15296361-15374136 ,-44.7,1300-1354,2259-2313,UTR3,-690.8,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
74,ENST00000579490,DNAI2,chr17:72277652-72311023 ,-44.6,1305-1355,2067-2117,CDS,-501.3,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
75,ENST00000366577,MTR,chr1:236958611-237067281 ,-44.6,1304-1354,7576-7626,UTR3,-2862.6,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
76,ENST00000470532,RP11-458K10.2,chr7:115319400-115322672 ,-44.6,1290-1343,90-143,ncRNA,-409.9,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
77,ENST00000296930,NPM1,chr5:170814653-170838141 ,-44.5,1284-1339,34-89,UTR5,-390,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
78,ENST00000295488,HELQ,chr4:84328497-84377009 ,-44.4,1285-1338,272-325,CDS,-1086.4,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
79,ENST00000358215,GMPPA,chr2:220363624-220371710 ,-44.4,1299-1353,May-59,UTR5,-295.9,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
80,ENST00000574002,ZP2,chr16:21208774-21225831 ,-44.4,1299-1354,2525-2580,CDS,-731,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
81,ENST00000399510,DLG4,chr17:7093210-7123021 ,-44.3,1286-1343,72-129,UTR5,-937.1,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
82,ENST00000217260,RSPO4,chr20:939096-982904 ,-44.3,1305-1356,1859-1910,UTR3,-422.5,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
83,ENST00000441885,SHISA6,chr17:11144581-11467380 ,-44.3,1307-1356,4398-4447,UTR3,-1777.2,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
84,ENST00000301785,HNRNPUL2,chr11:62480103-62494821 ,-44.2,1294-1343,3555-3604,UTR3,-1386.1,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
85,ENST00000444313,PARVG,chr22:44576771-44604349 ,-44.2,1284-1335,2363-2414,UTR3,-1231.7,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
86,ENST00000547327,EGLN3,chr14:34417440-34420287 ,-44.1,1285-1342,1836-1893,UTR3,-808.2,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
87,ENST00000579138,RP11-74H8.1,chr17:65028526-65029406 ,-44.1,1288-1342,Jan-49,ncRNA,-96.3,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
88,ENST00000366711,IBA57,chr1:228353517-228369958 ,-44,1294-1355,5854-5915,UTR3,-1752.2,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
89,ENST00000242208,INHBA,chr7:41724713-41742706 ,-44,1293-1352,1030-1089,CDS,-1856.1,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
90,ENST00000439070,AC002066.1,chr7:116056172-116105330 ,-44,1284-1341,Jan-55,ncRNA,-340,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
91,ENST00000361464,MGEA5,chr10:103544210-103578175 ,-43.9,1290-1353,239-302,UTR5,-1527.1,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
92,ENST00000581213,RP11-6N17.1,chr17:45940709-45942556 ,-43.9,1288-1347,624-683,ncRNA,-150.8,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
93,ENST00000314994,CENPBD1,chr16:90036207-90038942 ,-43.8,1284-1343,2307-2366,UTR3,-579.1,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
94,ENST00000608661,RP11-83A24.2,chr4:140333082-140375109 ,-43.8,1305-1356,2124-2175,ncRNA,-671.8,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
95,ENST00000590714,FIZ1,chr19:56104727-56113336 ,-43.7,1298-1353,3702-3757,UTR5,-1309.1,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
96,ENST00000381223,ZBED1,chrX:2404456-2419008 ,-43.6,1299-1353,4191-4245,UTR3,-504.7,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
97,ENSTR0000381223,ZBED1,chrY:2354456-2369008 ,-43.6,1299-1353,4191-4245,UTR3,-504.7,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
98,ENST00000273390,MAATS1,chr3:119421870-119485949 ,-43.6,1283-1341,875-933,CDS,-1452.7,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
99,ENST00000341785,FAM163A,chr1:179712299-179785333 ,-43.6,1291-1339,2508-2556,UTR3,-589.2,ENST00000573177,ENSG00000262001.1
,,,,,,,,,ENST00000573177,ENSG00000262001.1
100,ENST00000528482,RP11-627G23.1,chr11:134336080-134357809 ,-43.5,1290-1340,1833-1883,ncRNA,-703.6,ENST00000573177,ENSG00000262001.1
1,ENST00000520980,CTD-2283N19.1,chr5:147809723-147810370 ,-122.3,832-915,366-449,ncRNA,-978.7,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
2,ENST00000583023,KCNH6,chr17:61600765-61624088 ,-116.7,839-915,3199-3275,UTR3,-946.8,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
3,ENST00000332853,VSTM4,chr10:50222291-50323554 ,-112.5,833-915,5363-5445,UTR3,-2795.7,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
4,ENST00000226951,CLNK,chr4:10488020-10686489 ,-109.2,832-915,2175-2258,UTR3,-3019,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
5,ENST00000595607,ZNF114,chr19:48773360-48790865 ,-108,833-915,2232-2314,UTR3,-1480.7,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
6,ENST00000556738,CTD-2292M16.8,chr14:20728640-20732467 ,-108,832-915,3069-3152,ncRNA,-1932.3,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
7,ENST00000526794,DDX10,chr11:108535850-108792970 ,-107.8,832-915,6287-6370,UTR3,-4585.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
8,ENST00000409785,KCMF1,chr2:85198217-85286595 ,-107.3,834-915,5138-5219,UTR3,-3204.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
9,ENST00000392552,GPR155,chr2:175296967-175351808 ,-107.3,832-915,3344-3427,UTR3,-4526.1,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
10,ENST00000272907,NYAP2,chr2:226265365-226518734 ,-107.2,834-915,4694-4775,UTR3,-2045.5,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
11,ENST00000337530,KIAA1958,chr9:115249128-115431677 ,-106.9,832-915,5035-5118,UTR3,-5765.4,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
12,ENST00000594764,AC096655.2,chr2:108442198-108443292 ,-106.9,832-915,203-286,ncRNA,-979.2,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
13,ENST00000454869,RP11-307E17.8,chr9:97094759-97123230 ,-106.9,836-915,2023-2102,ncRNA,-1255.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
14,ENST00000480046,METTL2B,chr7:128116809-128146656 ,-106.6,833-912,3007-3086,UTR3,-4268.8,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
15,ENST00000399075,C4orf3,chr4:120218208-120225600 ,-106.3,832-915,1784-1867,UTR3,-1268,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
16,ENST00000450706,RP5-1073O3.7,chr1:114466624-114471880 ,-106.3,832-915,1513-1596,ncRNA,-2034.9,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
17,ENST00000536651,SLC25A26,chr3:66271491-66438530 ,-106.2,833-915,3735-3817,UTR3,-2050.2,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
18,ENST00000314074,ANKRD62,chr18:12094060-12129746 ,-105.3,832-915,4386-4469,UTR3,-2874.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
19,ENST00000316534,NPHP1,chr2:110879889-110962619 ,-104.9,834-915,3603-3684,UTR3,-2101.3,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
20,ENST00000264657,STAT3,chr17:40465343-40540586 ,-104.4,832-915,3358-3441,UTR3,-2000.3,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
21,ENST00000357214,SFPQ,chr1:35648534-35658749 ,-104.4,834-915,3309-3390,UTR3,-1763.2,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
22,ENST00000610279,RP11-57G10.8,chr10:69609284-69610504 ,-104.3,832-915,901-984,ncRNA,-805,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
23,ENST00000447221,SNHG7,chr9:139619687-139622636 ,-104.1,832-915,2023-2106,ncRNA,-1126.4,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
24,ENST00000370132,DBT,chr1:100652476-100715390 ,-104,833-895,1921-1983,UTR3,-6661.4,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
25,ENST00000551125,RP1-267L14.3,chr12:112501714-112503559 ,-103.9,840-915,369-444,ncRNA,-435.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
26,ENST00000265840,ELMOD1,chr11:107461957-107537505 ,-103.8,837-915,1900-1978,UTR3,-1654.9,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
27,ENST00000488188,RP11-94L15.2,chr17:37913975-37920089 ,-103.6,833-915,3528-3610,ncRNA,-3943.9,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
28,ENST00000571133,RSL1D1,chr16:11929057-11945442 ,-103.5,832-896,1849-1913,UTR3,-2761.5,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
29,ENST00000595883,SPIB,chr19:50922196-50934570 ,-103.3,832-915,2345-2428,UTR3,-2255.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
30,ENST00000440479,AC105339.1,chr15:83379226-83382778 ,-103.2,832-915,879-962,ncRNA,-1365.3,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
31,ENST00000446231,SMG1,chr16:18816176-18937776 ,-103,832-915,13056-13139,UTR3,-6823.5,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
32,ENST00000523871,RP11-48B3.3,chr8:81447242-81451370 ,-102.7,840-915,2723-2798,ncRNA,-3591,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
33,ENST00000540225,GSTM3,chr1:110276555-110284384 ,-102.6,832-912,2268-2348,UTR3,-2370.1,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
34,ENST00000339859,USP54,chr10:75257297-75385408 ,-102.6,832-913,5359-5440,UTR3,-2264.5,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
35,ENST00000372181,FAM213A,chr10:82179755-82192753 ,-102.5,840-915,1567-1642,UTR3,-1504.1,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
36,ENST00000399967,FP15737,chr8:23430158-23432974 ,-102.5,842-915,1688-1761,UTR3,-1713.4,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
37,ENST00000519973,SLC25A37,chr8:23386319-23432976 ,-102.5,842-915,3691-3764,UTR3,-2299.3,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
38,ENST00000055077,RFC2,chr7:73645868-73668774 ,-102.2,838-915,1400-1477,UTR3,-886.9,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
39,ENST00000355085,C5AR1,chr19:47813132-47825323 ,-102.2,838-915,1720-1797,UTR3,-1212,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
40,ENST00000550135,CTD-2368P22.1,chr19:58513430-58522600 ,-102.2,838-915,1959-2036,UTR3,-3159.3,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
41,ENST00000601124,CTB-60E11.4,chr19:39916576-39919055 ,-102.1,832-915,2140-2223,ncRNA,-1634.2,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
42,ENST00000425673,PLEKHG2,chr19:39903751-39919054 ,-102.1,832-915,7179-7262,UTR3,-2539.9,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
43,ENST00000373816,GMEB1,chr1:28995245-29045865 ,-101.9,833-894,3042-3103,UTR3,-3865.1,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
44,ENST00000301391,CYB5D2,chr17:4046551-4060991 ,-101.6,832-898,153-219,UTR5,-1030,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
45,ENST00000367588,KIAA1614,chr1:180882326-180920750 ,-101.3,832-894,4029-4091,UTR3,-2806.5,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
46,ENST00000375749,POFUT1,chr20:30795684-30826470 ,-100.3,834-895,4853-4914,UTR3,-2195.5,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
47,ENST00000541208,ZNF662,chr3:42947659-42960825 ,-100.3,832-897,4285-4350,UTR3,-3060.7,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
48,ENST00000454224,AC011747.4,chr2:8699964-8723922 ,-100.3,832-898,7996-8062,ncRNA,-3761.7,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
49,ENST00000301335,SLC43A2,chr17:1472562-1532130 ,-100.3,836-915,6764-6843,UTR3,-3113.8,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
50,ENST00000580902,AC005154.6,chr7:30563592-30603614 ,-100.2,832-915,792-875,ncRNA,-904.7,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
51,ENST00000402157,TRIM66,chr11:8633588-8693413 ,-100.1,832-891,7066-7125,UTR3,-3962.8,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
52,ENST00000222511,GTPBP10,chr7:89975991-90020769 ,-100.1,832-900,3292-3360,UTR3,-5050.8,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
53,ENST00000456210,SEMA3B,chr3:50310589-50314977 ,-100,846-915,1936-2005,ncRNA,-765.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
54,ENST00000603798,SMAGP,chr12:51638343-51664674 ,-99.9,833-915,1931-2013,UTR3,-967.3,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
55,ENST00000368054,CD84,chr1:160510889-160549263 ,-99.6,832-893,3519-3580,UTR3,-4879.8,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
56,ENST00000381129,AIPL1,chr17:6327058-6338505 ,-99.5,833-895,2001-2063,UTR3,-1034.8,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
57,ENST00000368918,GABPB2,chr1:151043081-151098018 ,-99.5,832-915,7139-7222,UTR3,-7129.8,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
58,ENST00000441272,RP11-66D17.3,chr1:156657488-156661789 ,-99.5,833-894,3634-3695,ncRNA,-2384.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
59,ENST00000513393,RP11-145G20.1,chr4:97231853-97285603 ,-99.3,832-915,1578-1661,ncRNA,-1232.1,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
60,ENST00000368761,TRAF3IP2,chr6:111877658-111927449 ,-99.3,834-915,4000-4081,UTR3,-2763.7,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
61,ENST00000538645,PSMA2,chr7:42957690-42971773 ,-99,832-915,4138-4221,UTR3,-3089.1,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
62,ENST00000323019,MIEF2,chr17:18163849-18169866 ,-98.9,832-894,3212-3274,UTR3,-1083.4,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
63,ENST00000272252,GALM,chr2:38893053-38961910 ,-98.9,832-900,1987-2055,UTR3,-1409.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
64,ENST00000422989,IRGQ,chr19:44088522-44100287 ,-98.9,832-900,8678-8746,UTR3,-4612.9,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
65,ENST00000507869,AC108142.1,chr4:182896310-183006289 ,-98.9,832-915,1995-2078,ncRNA,-1473.4,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
66,ENST00000566190,RP11-455F5.4,chr16:30118997-30121862 ,-98.8,847-915,181-249,ncRNA,-706,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
67,ENST00000454319,ZNF566,chr19:36936022-36980463 ,-98.5,832-896,3223-3287,UTR3,-3589.3,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
68,ENST00000373242,SAR1A,chr10:71907046-71930279 ,-98.4,838-915,5239-5316,UTR3,-4186.8,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
69,ENST00000541405,CKAP2L,chr2:113493931-113522204 ,-98.4,834-915,4011-4092,UTR3,-2482.8,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
70,ENST00000396496,CCDC125,chr5:68576003-68628543 ,-98.3,832-915,2330-2413,UTR3,-3365.2,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
71,ENST00000410026,NABP1,chr2:192542863-192561385 ,-98.1,837-894,10062-10119,UTR3,-5992.7,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
72,ENST00000564032,RP11-284F21.8,chr1:156479647-156481473 ,-98,832-890,1690-1748,ncRNA,-1040.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
73,ENST00000595635,ZNF320,chr19:53379434-53400813 ,-97.9,833-915,5978-6060,UTR3,-3769.4,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
74,ENST00000455607,RP11-350J20.5,chr6:150117712-150119308 ,-97.8,839-915,726-802,ncRNA,-918.8,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
75,ENST00000261491,DGKH,chr13:42622890-42817032 ,-97.8,832-896,15361-15425,UTR3,-9166.3,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
76,ENST00000585471,CTD-2020K17.1,chr17:43295624-43297792 ,-97.6,832-915,611-694,ncRNA,-1212.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
77,ENST00000547992,TSPAN31,chr12:58138807-58143994 ,-97.5,832-915,3085-3168,UTR3,-1828.4,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
78,ENST00000378551,PPM1B,chr2:44396017-44461785 ,-97.5,833-915,3615-3697,UTR3,-2217.3,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
79,ENST00000221992,CEACAM5,chr19:42212538-42233718 ,-97.4,832-899,2442-2509,UTR3,-1204.3,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
80,ENST00000559857,RP11-505E24.2,chr15:101590938-101626271 ,-97.4,837-915,292-370,ncRNA,-512.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
81,ENST00000372842,CERCAM,chr9:131174046-131199626 ,-97.4,832-906,2682-2756,UTR5,-1394.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
82,ENST00000582249,RP13-991F5.2,chr17:80434474-80435800 ,-97.3,832-892,575-635,ncRNA,-937.3,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
83,ENST00000577066,BAIAP2-AS1,chr17:79002934-79008373 ,-97.2,833-898,4160-4225,ncRNA,-2293.9,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
84,ENST00000263035,DHTKD1,chr10:12110972-12165224 ,-97.2,847-915,4417-4485,UTR3,-3027.1,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
85,ENSTR0000381524,CSF2RA,chrY:1337702-1379274 ,-97.1,832-898,1680-1746,UTR3,-1432.2,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
86,ENST00000381524,CSF2RA,chrX:1387702-1429274 ,-97.1,832-898,1680-1746,UTR3,-1432.2,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
87,ENST00000396197,UEVLD,chr11:18551157-18610230 ,-97.1,834-915,2887-2968,UTR3,-2336.6,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
88,ENST00000326361,ZNF639,chr3:179041552-179053323 ,-97.1,2090-2164,163-237,UTR5,-1840,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
89,ENST00000338352,OTUD6A,chrX:69282342-69284029 ,-97,832-915,1556-1639,UTR3,-1047.8,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
90,ENST00000524140,NWD1,chr19:16830792-16928774 ,-97,834-894,7166-7226,UTR3,-3148.8,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
91,ENST00000368404,SLC50A1,chr1:155108327-155111329 ,-97,832-897,1154-1219,UTR3,-684.2,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
92,ENST00000545170,ATXN3,chr14:92524897-92572965 ,-97,839-915,5454-5530,UTR3,-4668.4,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
93,ENST00000456105,RP11-480I12.7,chr1:202830883-202844369 ,-97,2061-2123,1939-2001,ncRNA,-783.2,ENST00000572856,ENSG00000262001.1
,,,,,,,,,ENST00000572856,ENSG00000262001.1
